Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE,Chrome 63.0.3239.132,,2018-01-18 15:14:12,2018-01-18 15:21:50,7m - 37.802s,PASSED
,,,,,,
Test Cases/QUOTE_CREATION,Chrome 63.0.3239.132,Agent Quote process,2018-01-18 15:14:12,2018-01-18 15:15:46,1m - 33.943s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-18 15:14:13,2018-01-18 15:14:20,7.113s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-01-18 15:14:20,2018-01-18 15:14:21,1.441s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:14:21,2018-01-18 15:14:21,0.162s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:14:21,2018-01-18 15:14:21,0.140s,PASSED
click,Chrome 63.0.3239.132,,2018-01-18 15:14:21,2018-01-18 15:14:30,8.760s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:14:30,2018-01-18 15:14:30,0.301s,PASSED
click,Chrome 63.0.3239.132,,2018-01-18 15:14:30,2018-01-18 15:14:58,27.966s,PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-18 15:14:58,2018-01-18 15:14:59,0.065s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-18 15:14:59,2018-01-18 15:14:59,0.149s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:14:59,2018-01-18 15:14:59,0.127s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-18 15:14:59,2018-01-18 15:14:59,0.182s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:14:59,2018-01-18 15:14:59,0.284s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-18 15:14:59,2018-01-18 15:15:01,2.039s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:15:01,2018-01-18 15:15:02,0.261s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-18 15:15:02,2018-01-18 15:15:02,0.112s,PASSED
click,Chrome 63.0.3239.132,,2018-01-18 15:15:02,2018-01-18 15:15:02,0.162s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-18 15:15:02,2018-01-18 15:15:03,1.004s,PASSED
