Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE,Chrome 63.0.3239.132,,2018-02-05 18:34:02,2018-02-05 18:44:45,10m - 43.341s,ERROR
,,,,,,
Test Cases/QUOTE_CREATION,Chrome 63.0.3239.132,Agent Quote process,2018-02-05 18:34:02,2018-02-05 18:35:57,1m - 55.250s,PASSED
Statement - propertyDataRowCounter = 0,Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.001s,PASSED
Statement - configDataRowCounter = 0,Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.002s,PASSED
Statement - genericDATA = com.kms.katalon.core.testdata.TestDataFactory.findTestData(PPE_Config_File),Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.016s,PASSED
Statement - propertyDATA = com.kms.katalon.core.testdata.TestDataFactory.findTestData(PPEPROPERTYDATA),Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.036s,PASSED
Statement - obj = data.get(propertyDataRowCounter),Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.016s,PASSED
"Statement - obj.toString().replace(""N"", ""Y"")",Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.000s,PASSED
Statement - data.add(obj),Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.000s,PASSED
Statement - println(obj),Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:03,0.000s,PASSED
com.PPE.url_Navigation.gotoURL,Chrome 63.0.3239.132,,2018-02-05 18:34:03,2018-02-05 18:34:11,8.381s,PASSED
com.PPE.IncorrectLogin.login,Chrome 63.0.3239.132,,2018-02-05 18:34:11,2018-02-05 18:34:47,35.847s,PASSED
com.PPE.Login.correctlogin,Chrome 63.0.3239.132,,2018-02-05 18:34:47,2018-02-05 18:34:54,6.798s,PASSED
"Statement - If (genericDATA.internallyGetValue(""STATE"", configDataRowCounter) == ""GA"")",Chrome 63.0.3239.132,,2018-02-05 18:34:54,2018-02-05 18:34:54,0.445s,PASSED
click,Chrome 63.0.3239.132,,2018-02-05 18:34:54,2018-02-05 18:35:13,18.810s,PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-02-05 18:35:13,2018-02-05 18:35:13,0.012s,PASSED
