Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE_Login,Firefox 41.0,,2017-12-04 15:47:22,2017-12-04 15:48:40,1m - 18.369s,PASSED
,,,,,,
Test Cases/Open_Browser,Firefox 41.0,Try to open an Browser,2017-12-04 15:47:22,2017-12-04 15:48:23,1m - 0.271s,PASSED
openBrowser,Firefox 41.0,,2017-12-04 15:47:23,2017-12-04 15:48:23,59.752s,PASSED
,,,,,,
Test Cases/Entering Username,Firefox 41.0,Entering Username in Username field.,2017-12-04 15:48:23,2017-12-04 15:48:23,0.483s,PASSED
sendKeys,Firefox 41.0,,2017-12-04 15:48:23,2017-12-04 15:48:23,0.306s,PASSED
,,,,,,
Test Cases/Entering Password,Firefox 41.0,Entering Password in Password field.,2017-12-04 15:48:23,2017-12-04 15:48:24,0.343s,PASSED
sendKeys,Firefox 41.0,,2017-12-04 15:48:23,2017-12-04 15:48:24,0.138s,PASSED
,,,,,,
Test Cases/Wait time,Firefox 41.0,,2017-12-04 15:48:24,2017-12-04 15:48:24,0.309s,PASSED
waitForElementClickable,Firefox 41.0,,2017-12-04 15:48:24,2017-12-04 15:48:24,0.172s,PASSED
,,,,,,
Test Cases/Click Submit,Firefox 41.0,Clicking on SUBMIT button,2017-12-04 15:48:24,2017-12-04 15:48:37,12.834s,PASSED
click,Firefox 41.0,,2017-12-04 15:48:24,2017-12-04 15:48:37,12.672s,PASSED
,,,,,,
Test Cases/Wait for Clicking LogOut button,Firefox 41.0,,2017-12-04 15:48:37,2017-12-04 15:48:37,0.172s,PASSED
Statement - return null,Firefox 41.0,,2017-12-04 15:48:37,2017-12-04 15:48:37,0.001s,PASSED
,,,,,,
Test Cases/Clicking on Logout Button,Firefox 41.0,,2017-12-04 15:48:37,2017-12-04 15:48:40,2.749s,PASSED
click,Firefox 41.0,,2017-12-04 15:48:37,2017-12-04 15:48:40,2.597s,PASSED
