Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE,Chrome 63.0.3239.132,,2018-01-23 12:27:15,2018-01-23 12:34:00,6m - 44.679s,FAILED
,,,,,,
Test Cases/QUOTE_CREATION,Chrome 63.0.3239.132,Agent Quote process,2018-01-23 12:27:16,2018-01-23 12:28:38,1m - 21.879s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-23 12:27:16,2018-01-23 12:27:24,7.731s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-01-23 12:27:24,2018-01-23 12:27:26,1.481s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:26,2018-01-23 12:27:26,0.232s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:26,2018-01-23 12:27:26,0.319s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:27:26,2018-01-23 12:27:32,5.845s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:32,2018-01-23 12:27:32,0.387s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:27:32,2018-01-23 12:27:47,14.910s,PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-23 12:27:47,2018-01-23 12:27:47,0.074s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-23 12:27:47,2018-01-23 12:27:48,0.200s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:48,2018-01-23 12:27:48,0.175s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-23 12:27:48,2018-01-23 12:27:48,0.330s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:48,2018-01-23 12:27:48,0.280s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:27:48,2018-01-23 12:27:50,2.030s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:50,2018-01-23 12:27:51,0.253s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:27:51,2018-01-23 12:27:51,0.146s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:27:51,2018-01-23 12:27:51,0.153s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:27:51,2018-01-23 12:27:52,1.006s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:27:52,2018-01-23 12:27:59,7.389s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:27:59,2018-01-23 12:28:00,1.005s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:00,2018-01-23 12:28:01,0.181s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:01,2018-01-23 12:28:01,0.435s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:28:01,2018-01-23 12:28:11,10.015s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:11,2018-01-23 12:28:12,0.519s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:28:12,2018-01-23 12:28:22,10.015s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:22,2018-01-23 12:28:22,0.275s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:28:22,2018-01-23 12:28:32,10.015s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:28:32,2018-01-23 12:28:32,0.281s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-23 12:28:32,2018-01-23 12:28:32,0.243s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-23 12:28:32,2018-01-23 12:28:37,5.030s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:28:37,2018-01-23 12:28:38,0.141s,PASSED
,,,,,,
Test Cases/APPLICATION_CREATION,Chrome 63.0.3239.132,,2018-01-23 12:28:38,2018-01-23 12:33:59,5m - 21.109s,FAILED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:38,2018-01-23 12:28:38,0.361s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:28:38,2018-01-23 12:28:52,13.497s,PASSED
Statement - Address = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Endorsement_OR/get_Address),Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.009s,PASSED
"Statement - propertyaddress = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(Address, ""value"")",Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.216s,PASSED
Statement - println(propertyaddress),Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.003s,PASSED
Statement - propertyaddress = propertyaddress,Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.001s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.151s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.126s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:52,0.099s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-23 12:28:52,2018-01-23 12:28:53,0.215s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:53,2018-01-23 12:28:53,0.406s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-23 12:28:53,2018-01-23 12:28:53,0.440s,PASSED
click,Chrome 63.0.3239.132,,2018-01-23 12:28:53,2018-01-23 12:28:54,0.254s,PASSED
