Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE,Chrome 63.0.3239.132,,2018-01-29 12:21:38,2018-01-29 12:23:22,1m - 44.042s,ERROR
,,,,,,
Test Cases/QUOTE_CREATION,Chrome 63.0.3239.132,Agent Quote process,2018-01-29 12:21:39,2018-01-29 12:22:49,1m - 10.303s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-29 12:21:39,2018-01-29 12:21:46,7.087s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-01-29 12:21:46,2018-01-29 12:21:48,1.435s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:21:48,2018-01-29 12:21:48,0.193s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:21:48,2018-01-29 12:21:48,0.202s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:21:48,2018-01-29 12:21:53,4.709s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:21:53,2018-01-29 12:21:53,0.315s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:21:53,2018-01-29 12:22:10,16.858s,PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-29 12:22:10,2018-01-29 12:22:10,0.059s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:22:10,2018-01-29 12:22:10,0.143s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:10,2018-01-29 12:22:10,0.208s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:22:10,2018-01-29 12:22:10,0.244s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:10,2018-01-29 12:22:11,0.266s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:11,2018-01-29 12:22:13,2.027s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:13,2018-01-29 12:22:13,0.276s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:13,2018-01-29 12:22:13,0.103s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:22:13,2018-01-29 12:22:13,0.150s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:13,2018-01-29 12:22:14,1.005s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:22:14,2018-01-29 12:22:21,6.834s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:21,2018-01-29 12:22:22,1.003s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:22,2018-01-29 12:22:22,0.239s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:22,2018-01-29 12:22:23,0.282s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:23,2018-01-29 12:22:28,5.005s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:28,2018-01-29 12:22:28,0.392s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:28,2018-01-29 12:22:33,5.007s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:33,2018-01-29 12:22:33,0.284s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:33,2018-01-29 12:22:43,10.009s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:22:43,2018-01-29 12:22:44,0.153s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:22:44,2018-01-29 12:22:44,0.144s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:22:44,2018-01-29 12:22:49,5.007s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:22:49,2018-01-29 12:22:49,0.162s,PASSED
,,,,,,
Test Cases/APPLICATION_CREATION,Chrome 63.0.3239.132,,2018-01-29 12:22:49,2018-01-29 12:22:49,0.296s,ERROR
,,,,,,
Test Cases/ENDORSEMENT_CREATION,Chrome 63.0.3239.132,,2018-01-29 12:22:49,2018-01-29 12:22:49,0.117s,ERROR
,,,,,,
Test Cases/AGENT_ENDORSEMENT_REQUEST,Chrome 63.0.3239.132,Agent create an ENDORSEMENT and sent an Endorsement request for UW approval.,2018-01-29 12:22:49,2018-01-29 12:23:21,31.668s,FAILED
setText,Chrome 63.0.3239.132,,2018-01-29 12:22:50,2018-01-29 12:23:21,31.466s,FAILED
