Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PPE,Chrome 63.0.3239.132,,2018-01-29 12:27:34,2018-01-29 12:32:43,5m - 8.976s,ERROR
,,,,,,
Test Cases/QUOTE_CREATION,Chrome 63.0.3239.132,Agent Quote process,2018-01-29 12:27:34,2018-01-29 12:28:43,1m - 8.615s,PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-29 12:27:34,2018-01-29 12:27:42,7.154s,PASSED
maximizeWindow,Chrome 63.0.3239.132,,2018-01-29 12:27:42,2018-01-29 12:27:43,1.470s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:27:43,2018-01-29 12:27:43,0.295s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:27:43,2018-01-29 12:27:44,0.208s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:27:44,2018-01-29 12:27:49,4.931s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:27:49,2018-01-29 12:27:49,0.373s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:27:49,2018-01-29 12:28:00,10.808s,PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-29 12:28:00,2018-01-29 12:28:00,0.082s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:28:00,2018-01-29 12:28:00,0.377s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:00,2018-01-29 12:28:00,0.200s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:28:00,2018-01-29 12:28:01,0.262s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:01,2018-01-29 12:28:01,0.429s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:01,2018-01-29 12:28:03,2.031s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:03,2018-01-29 12:28:03,0.243s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:03,2018-01-29 12:28:03,0.126s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:03,2018-01-29 12:28:04,0.162s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:04,2018-01-29 12:28:05,1.005s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:05,2018-01-29 12:28:15,10.019s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:15,2018-01-29 12:28:16,1.006s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:16,2018-01-29 12:28:16,0.248s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:16,2018-01-29 12:28:16,0.315s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:16,2018-01-29 12:28:21,5.017s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:21,2018-01-29 12:28:22,0.431s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:22,2018-01-29 12:28:27,5.016s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:27,2018-01-29 12:28:27,0.341s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:27,2018-01-29 12:28:37,10.030s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:37,2018-01-29 12:28:37,0.164s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:28:37,2018-01-29 12:28:37,0.187s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:37,2018-01-29 12:28:42,5.015s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:42,2018-01-29 12:28:43,0.174s,PASSED
,,,,,,
Test Cases/APPLICATION_CREATION,Chrome 63.0.3239.132,,2018-01-29 12:28:43,2018-01-29 12:31:38,2m - 55.390s,ERROR
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:43,2018-01-29 12:28:43,0.416s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:43,2018-01-29 12:28:58,14.439s,PASSED
Statement - Address = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Endorsement_OR/get_Address),Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.006s,PASSED
"Statement - propertyaddress = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(Address, ""value"")",Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.051s,PASSED
Statement - println(propertyaddress),Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.003s,PASSED
Statement - propertyaddress = propertyaddress,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.002s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.104s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.117s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.114s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:58,0.221s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:58,2018-01-29 12:28:59,0.168s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:28:59,2018-01-29 12:28:59,0.179s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:28:59,2018-01-29 12:28:59,0.222s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:28:59,2018-01-29 12:29:00,1.004s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:29:00,2018-01-29 12:29:18,17.963s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:18,2018-01-29 12:29:28,10.045s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:29:28,2018-01-29 12:29:28,0.161s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:28,2018-01-29 12:29:38,10.029s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:38,2018-01-29 12:29:41,3.011s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:29:41,2018-01-29 12:29:41,0.098s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:41,2018-01-29 12:29:41,0.166s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:41,2018-01-29 12:29:42,0.144s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:42,2018-01-29 12:29:42,0.140s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:42,2018-01-29 12:29:42,0.302s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:42,2018-01-29 12:29:47,5.016s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:47,2018-01-29 12:29:47,0.334s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:47,2018-01-29 12:29:52,5.015s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:29:52,2018-01-29 12:29:53,0.219s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:53,2018-01-29 12:29:58,5.016s,PASSED
Statement - hdnPolicyInfoId = com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Generic_OR/hdnPolicyInfoId),Chrome 63.0.3239.132,,2018-01-29 12:29:58,2018-01-29 12:29:58,0.004s,PASSED
"Statement - policyInfoid = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(hdnPolicyInfoId, ""value"")",Chrome 63.0.3239.132,,2018-01-29 12:29:58,2018-01-29 12:29:58,0.054s,PASSED
Statement - policyInfoId = policyInfoid,Chrome 63.0.3239.132,,2018-01-29 12:29:58,2018-01-29 12:29:58,0.000s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:29:58,2018-01-29 12:29:58,0.228s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:29:58,2018-01-29 12:29:59,1.006s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:29:59,2018-01-29 12:30:01,1.537s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:01,2018-01-29 12:30:04,3.010s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:30:04,2018-01-29 12:30:04,0.083s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:04,2018-01-29 12:30:06,1.991s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:30:06,2018-01-29 12:30:06,0.163s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:06,2018-01-29 12:30:08,2.008s,PASSED
selectOptionByIndex,Chrome 63.0.3239.132,,2018-01-29 12:30:08,2018-01-29 12:30:08,0.180s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:08,2018-01-29 12:30:13,5.016s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:13,2018-01-29 12:30:13,0.194s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:13,2018-01-29 12:30:17,4.012s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:17,2018-01-29 12:30:17,0.104s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:17,2018-01-29 12:30:21,3.983s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:21,2018-01-29 12:30:21,0.126s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:21,2018-01-29 12:30:25,4.013s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:25,2018-01-29 12:30:26,0.149s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:26,2018-01-29 12:30:31,5.017s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:31,2018-01-29 12:30:32,1.308s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:32,2018-01-29 12:30:37,5.016s,PASSED
check,Chrome 63.0.3239.132,,2018-01-29 12:30:37,2018-01-29 12:30:37,0.124s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:37,2018-01-29 12:30:47,10.031s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:47,2018-01-29 12:30:47,0.193s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:30:47,2018-01-29 12:30:52,5.016s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:30:52,2018-01-29 12:31:08,15.307s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:31:08,2018-01-29 12:31:13,5.015s,PASSED
Statement - getInsuredName = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Application_OR/get_INSUREDNAME_APPLICATION FORMSUMMARY)),Chrome 63.0.3239.132,,2018-01-29 12:31:13,2018-01-29 12:31:13,0.073s,PASSED
Statement - println(getInsuredName),Chrome 63.0.3239.132,,2018-01-29 12:31:13,2018-01-29 12:31:13,0.001s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:31:13,2018-01-29 12:31:13,0.166s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:31:13,2018-01-29 12:31:18,5.015s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:31:18,2018-01-29 12:31:18,0.100s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-29 12:31:18,2018-01-29 12:31:23,4.986s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-29 12:31:23,2018-01-29 12:31:23,0.194s,PASSED
click,Chrome 63.0.3239.132,,2018-01-29 12:31:23,2018-01-29 12:31:23,0.154s,PASSED
"Statement - otpQuery = ""SELECT TOP 1 OtpGenerated FROM PPE_ApplicationForms_trn where PolicyInfoId = "" + policyInfoId + "" Order BY ModifiedDateTime DESC""",Chrome 63.0.3239.132,,2018-01-29 12:31:23,2018-01-29 12:31:23,0.001s,PASSED
"Statement - println(""otpQuery"" + "" "" + otpQuery)",Chrome 63.0.3239.132,,2018-01-29 12:31:23,2018-01-29 12:31:23,0.002s,PASSED
com.PPE.Database_Connection.connectDB,Chrome 63.0.3239.132,Connect to DB,2018-01-29 12:31:23,2018-01-29 12:31:38,14.722s,ERROR
,,,,,,
Test Cases/ENDORSEMENT_CREATION,Chrome 63.0.3239.132,,2018-01-29 12:31:38,2018-01-29 12:32:10,31.495s,FAILED
click,Chrome 63.0.3239.132,,2018-01-29 12:31:38,2018-01-29 12:32:10,31.322s,FAILED
,,,,,,
Test Cases/AGENT_ENDORSEMENT_REQUEST,Chrome 63.0.3239.132,Agent create an ENDORSEMENT and sent an Endorsement request for UW approval.,2018-01-29 12:32:10,2018-01-29 12:32:41,31.830s,FAILED
setText,Chrome 63.0.3239.132,,2018-01-29 12:32:10,2018-01-29 12:32:41,31.582s,FAILED
