Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Searching_Property_Address,Firefox 41.0,,2017-12-05 14:55:33,2017-12-05 14:56:34,1m - 0.183s,FAILED
,,,,,,
Test Cases/Searching property Address,Firefox 41.0,,2017-12-05 14:55:34,2017-12-05 14:56:33,59.291s,FAILED
openBrowser,Firefox 41.0,,2017-12-05 14:55:34,2017-12-05 14:55:41,7.186s,PASSED
navigateToUrl,Firefox 41.0,,2017-12-05 14:55:41,2017-12-05 14:55:48,6.539s,PASSED
setText,Firefox 41.0,,2017-12-05 14:55:48,2017-12-05 14:55:48,0.288s,PASSED
setText,Firefox 41.0,,2017-12-05 14:55:48,2017-12-05 14:55:48,0.196s,PASSED
click,Firefox 41.0,,2017-12-05 14:55:48,2017-12-05 14:55:53,4.892s,PASSED
setText,Firefox 41.0,,2017-12-05 14:55:53,2017-12-05 14:55:54,0.230s,PASSED
click,Firefox 41.0,,2017-12-05 14:55:54,2017-12-05 14:55:59,5.221s,PASSED
waitForPageLoad,Firefox 41.0,,2017-12-05 14:55:59,2017-12-05 14:56:00,1.383s,PASSED
click,Firefox 41.0,,2017-12-05 14:56:00,2017-12-05 14:56:00,0.241s,PASSED
click,Firefox 41.0,,2017-12-05 14:56:00,2017-12-05 14:56:33,32.571s,FAILED
